id,detector,sensor,sensorgas,is_current
679,170,158,LE,True
680,170,707,O2,True
681,171,1253,CO,True
682,171,1794,HC,True
683,171,159,LE,True
684,171,708,O2,True
685,172,1254,CO,True
686,172,1795,HC,True
687,172,160,LE,True
688,172,709,O2,True
689,173,1255,CO,True
690,173,1796,HC,True
691,173,161,LE,True
692,173,710,O2,True
693,174,1256,CO,True
694,174,1797,HC,True
695,174,162,LE,True
696,174,711,O2,True
697,175,1257,CO,True
698,175,1798,HC,True
699,175,163,LE,True
700,175,712,O2,True
701,176,1258,CO,True
702,176,1799,HC,True
703,176,164,LE,True
704,176,713,O2,True
705,177,1259,CO,True
706,177,1800,HC,True
707,177,165,LE,True
708,177,714,O2,True
709,178,1260,CO,True
710,178,1801,HC,True
711,178,166,LE,True
712,178,715,O2,True
713,179,1261,CO,True
714,179,2446,HC,True
715,179,167,LE,True
716,179,2447,O2,True
717,180,1262,CO,True
718,180,1803,HC,True
719,180,168,LE,True
720,180,717,O2,True
721,181,1263,CO,True
722,181,1804,HC,True
723,181,169,LE,True
724,181,718,O2,True
725,182,1264,CO,True
726,182,1805,HC,True
727,182,170,LE,True
728,182,719,O2,True
729,183,1265,CO,True
730,183,1806,HC,True
731,183,171,LE,True
732,183,720,O2,True
733,184,1266,CO,True
734,184,1807,HC,True
735,184,172,LE,True
736,184,721,O2,True
737,185,1267,CO,True
738,185,1808,HC,True
739,185,173,LE,True
740,185,722,O2,True
741,186,1268,CO,True
742,186,1809,HC,True
743,186,174,LE,True
744,186,723,O2,True
745,187,1269,CO,True
746,187,1810,HC,True
747,187,175,LE,True
748,187,,O2,True
749,188,1270,CO,True
750,188,1811,HC,True
751,188,176,LE,True
752,188,724,O2,True
753,189,1271,CO,True
754,189,1812,HC,True
755,189,177,LE,True
756,189,725,O2,True
757,190,1272,CO,True
758,190,1813,HC,True
759,190,178,LE,True
760,190,726,O2,True
761,191,1273,CO,True
762,191,1814,HC,True
763,191,179,LE,True
764,191,727,O2,True
765,192,1274,CO,True
766,192,1815,HC,True
767,192,180,LE,True
768,192,728,O2,True
769,193,,CO,True
770,193,1816,HC,True
771,193,181,LE,True
772,193,,O2,True
773,194,,CO,True
774,194,,HC,True
775,194,,LE,True
776,194,,O2,True
777,195,1275,CO,True
778,195,1817,HC,True
779,195,182,LE,True
780,195,729,O2,True
781,196,1276,CO,True
782,196,1818,HC,True
783,196,183,LE,True
784,196,730,O2,True
785,197,1277,CO,True
786,197,1819,HC,True
787,197,184,LE,True
788,197,731,O2,True
789,198,1278,CO,True
790,198,1820,HC,True
791,198,185,LE,True
792,198,732,O2,True
793,199,1279,CO,True
794,199,1821,HC,True
795,199,186,LE,True
796,199,733,O2,True
797,200,1280,CO,True
798,200,1822,HC,True
799,200,187,LE,True
800,200,734,O2,True
801,201,1281,CO,True
802,201,1823,HC,True
803,201,188,LE,True
804,201,735,O2,True
805,202,1282,CO,True
806,202,1824,HC,True
807,202,189,LE,True
808,202,736,O2,True
809,203,1283,CO,True
810,203,1825,HC,True
811,203,,LE,True
812,203,737,O2,True
813,204,1284,CO,True
814,204,1826,HC,True
815,204,190,LE,True
816,204,738,O2,True
817,205,1285,CO,True
818,205,1827,HC,True
819,205,191,LE,True
820,205,739,O2,True
821,206,1286,CO,True
822,206,1828,HC,True
823,206,192,LE,True
824,206,740,O2,True
825,207,1287,CO,True
826,207,1829,HC,True
827,207,193,LE,True
828,207,741,O2,True
829,208,1288,CO,True
830,208,1830,HC,True
831,208,194,LE,True
832,208,742,O2,True
833,209,1289,CO,True
834,209,1831,HC,True
835,209,195,LE,True
836,209,743,O2,True
837,210,1290,CO,True
838,210,1832,HC,True
839,210,196,LE,True
840,210,744,O2,True
841,211,1291,CO,True
842,211,1833,HC,True
843,211,197,LE,True
844,211,745,O2,True
845,212,1292,CO,True
846,212,1834,HC,True
847,212,198,LE,True
848,212,746,O2,True
849,213,1293,CO,True
850,213,1835,HC,True
851,213,199,LE,True
852,213,747,O2,True
853,214,1294,CO,True
854,214,1836,HC,True
855,214,200,LE,True
856,214,748,O2,True
857,215,1295,CO,True
858,215,1837,HC,True
859,215,201,LE,True
860,215,749,O2,True
861,216,1296,CO,True
862,216,1838,HC,True
863,216,202,LE,True
864,216,750,O2,True
865,217,1297,CO,True
866,217,1839,HC,True
867,217,203,LE,True
868,217,751,O2,True
869,218,1298,CO,True
870,218,1840,HC,True
871,218,204,LE,True
872,218,752,O2,True
873,219,1299,CO,True
874,219,1841,HC,True
875,219,205,LE,True
876,219,753,O2,True
877,220,1300,CO,True
878,220,1842,HC,True
879,220,206,LE,True
880,220,754,O2,True
881,221,1301,CO,True
882,221,1843,HC,True
883,221,207,LE,True
884,221,755,O2,True
885,222,1302,CO,True
886,222,1844,HC,True
887,222,208,LE,True
888,222,756,O2,True
889,223,,CO,True
890,223,,HC,True
891,223,,LE,True
892,223,,O2,True
893,224,1303,CO,True
894,224,1845,HC,True
895,224,209,LE,True
896,224,757,O2,True
897,225,1304,CO,True
898,225,1846,HC,True
899,225,210,LE,True
900,225,758,O2,True
901,226,,CO,True
902,226,,HC,True
903,226,,LE,True
904,226,,O2,True
905,227,1305,CO,True
906,227,,HS,True
907,227,211,LE,True
908,227,759,O2,True
909,228,1306,CO,True
910,228,1847,HC,True
911,228,212,LE,True
912,228,760,O2,True
913,229,1307,CO,True
914,229,1848,HC,True
915,229,213,LE,True
916,229,761,O2,True
917,230,1308,CO,True
918,230,1849,HC,True
919,230,214,LE,True
920,230,762,O2,True
921,231,1309,CO,True
922,231,1850,HC,True
923,231,215,LE,True
924,231,763,O2,True
925,232,1310,CO,True
926,232,1851,HC,True
927,232,216,LE,True
928,232,764,O2,True
929,233,1311,CO,True
930,233,1852,HC,True
931,233,217,LE,True
932,233,765,O2,True
933,234,1312,CO,True
934,234,1853,HC,True
935,234,218,LE,True
936,234,766,O2,True
937,235,1313,CO,True
938,235,1854,HC,True
939,235,219,LE,True
940,235,767,O2,True
941,236,,CO,True
942,236,,HC,True
943,236,,LE,True
944,236,,O2,True
945,237,1314,CO,True
946,237,1855,HC,True
947,237,220,LE,True
948,237,768,O2,True
949,238,1315,CO,True
950,238,1856,HC,True
951,238,221,LE,True
952,238,769,O2,True
953,239,1316,CO,True
954,239,1857,HC,True
955,239,222,LE,True
956,239,,O2,True
957,240,1317,CO,True
958,240,1858,HC,True
959,240,223,LE,True
960,240,770,O2,True
961,241,1318,CO,True
962,241,1859,HC,True
963,241,224,LE,True
964,241,771,O2,True
965,242,1319,CO,True
966,242,1860,HC,True
967,242,225,LE,True
968,242,772,O2,True
969,243,1320,CO,True
970,243,1861,HC,True
971,243,226,LE,True
972,243,773,O2,True
973,244,1321,CO,True
974,244,1862,HC,True
975,244,227,LE,True
976,244,774,O2,True
977,245,1322,CO,True
978,245,1863,HC,True
979,245,228,LE,True
980,245,775,O2,True
981,246,1323,CO,True
982,246,1864,HC,True
983,246,229,LE,True
984,246,776,O2,True
985,247,1324,CO,True
986,247,1865,HC,True
987,247,230,LE,True
988,247,777,O2,True
989,248,1325,CO,True
990,248,1866,HC,True
991,248,231,LE,True
992,248,778,O2,True
993,249,1326,CO,True
994,249,1867,HC,True
995,249,232,LE,True
996,249,779,O2,True
997,250,,CO,True
998,250,,HC,True
999,250,,LE,True
1000,250,,O2,True
1001,251,1327,CO,True
1002,251,1868,HC,True
1003,251,233,LE,True
1004,251,780,O2,True
1005,252,1328,CO,True
1006,252,1869,HC,True
1007,252,234,LE,True
1008,252,781,O2,True
1009,253,,CO,True
1010,253,,HC,True
1011,253,,LE,True
1012,253,,O2,True
1013,254,1329,CO,True
1014,254,1870,HC,True
1015,254,235,LE,True
1016,254,782,O2,True
1017,255,1330,CO,True
1018,255,1871,HC,True
1019,255,236,LE,True
1020,255,783,O2,True
1021,256,1331,CO,True
1022,256,1872,HC,True
1023,256,237,LE,True
1024,256,784,O2,True
1025,257,1332,CO,True
1026,257,1873,HC,True
1027,257,238,LE,True
1028,257,785,O2,True
1029,258,1333,CO,True
1030,258,1874,HC,True
1031,258,239,LE,True
1032,258,786,O2,True
1033,259,1334,CO,True
1034,259,2492,HC,True
1035,259,240,LE,True
1036,259,787,O2,True
1037,260,,CO,True
1038,260,,HC,True
1039,260,,LE,True
1040,260,,O2,True
1041,261,1335,CO,True
1042,261,2126,HS,True
1043,261,241,LE,True
1044,261,788,O2,True
1045,262,1336,CO,True
1046,262,1876,HC,True
1047,262,242,LE,True
1048,262,789,O2,True
1049,263,,CO,True
1050,263,,HC,True
1051,263,,LE,True
1052,263,,O2,True
1053,264,1337,CO,True
1054,264,1877,HC,True
1055,264,243,LE,True
1056,264,790,O2,True
1057,265,1338,CO,True
1058,265,1878,HC,True
1059,265,244,LE,True
1060,265,791,O2,True
1061,266,,CO,True
1062,266,1879,HC,True
1063,266,245,LE,True
1064,266,792,O2,True
1065,267,,CO,True
1066,267,,HC,True
1067,267,,LE,True
1068,267,,O2,True
1069,268,1339,CO,True
1070,268,,HC,True
1071,268,246,LE,True
1072,268,793,O2,True
1073,269,1340,CO,True
1074,269,1880,HC,True
1075,269,247,LE,True
1076,269,794,O2,True
1077,270,1341,CO,True
1078,270,1881,HC,True
1079,270,248,LE,True
1080,270,795,O2,True
1081,271,1342,CO,True
1082,271,1882,HC,True
1083,271,249,LE,True
1084,271,796,O2,True
1085,272,1343,CO,True
1086,272,,HS,True
1087,272,250,LE,True
1088,272,797,O2,True
1089,273,1344,CO,True
1090,273,1883,HC,True
1091,273,251,LE,True
1092,273,798,O2,True
1093,274,1345,CO,True
1094,274,1884,HC,True
1095,274,252,LE,True
1096,274,799,O2,True
1097,275,,CO,True
1098,275,,HC,True
1099,275,,LE,True
1100,275,,O2,True
1101,276,1346,CO,True
1102,276,1885,HC,True
1103,276,253,LE,True
1104,276,800,O2,True
1105,277,1347,CO,True
1106,277,,HC,True
1107,277,254,LE,True
1108,277,801,O2,True
1109,278,1348,CO,True
1110,278,1886,HC,True
1111,278,255,LE,True
1112,278,802,O2,True
1113,279,1349,CO,True
1114,279,1887,HC,True
1115,279,256,LE,True
1116,279,803,O2,True
1117,280,1350,CO,True
1118,280,1888,HC,True
1119,280,257,LE,True
1120,280,804,O2,True
1121,281,1351,CO,True
1122,281,1889,HC,True
1123,281,258,LE,True
1124,281,805,O2,True
1125,282,,CO,True
1126,282,,HC,True
1127,282,,LE,True
1128,282,,O2,True
1129,283,,CO,True
1130,283,,HS,True
1131,283,,LE,True
1132,283,,O2,True
1133,284,1352,CO,True
1134,284,1890,HC,True
1135,284,259,LE,True
1136,284,806,O2,True
1137,285,,CO,True
1138,285,,HC,True
1139,285,,LE,True
1140,285,,O2,True
1141,286,1353,CO,True
1142,286,1891,HC,True
1143,286,260,LE,True
1144,286,807,O2,True
1145,287,1354,CO,True
1146,287,1892,HC,True
1147,287,261,LE,True
1148,287,808,O2,True
1149,288,1355,CO,True
1150,288,2128,HS,True
1151,288,262,LE,True
1152,288,809,O2,True
1153,289,1356,CO,True
1154,289,1893,HC,True
1155,289,263,LE,True
1156,289,810,O2,True
1157,290,1357,CO,True
1158,290,1894,HC,True
1159,290,264,LE,True
1160,290,811,O2,True
1161,291,1358,CO,True
1162,291,1895,HC,True
1163,291,265,LE,True
1164,291,812,O2,True
1165,292,1359,CO,True
1166,292,1896,HC,True
1167,292,266,LE,True
1168,292,813,O2,True
1169,293,1360,CO,True
1170,293,1897,HC,True
1171,293,267,LE,True
1172,293,814,O2,True
1173,294,1361,CO,True
1174,294,1898,HC,True
1175,294,268,LE,True
1176,294,,O2,True
1177,295,1362,CO,True
1178,295,1899,HC,True
1179,295,269,LE,True
1180,295,815,O2,True
1181,296,1363,CO,True
1182,296,1900,HC,True
1183,296,270,LE,True
1184,296,816,O2,True
1185,297,1364,CO,True
1186,297,1901,HC,True
1187,297,271,LE,True
1188,297,817,O2,True
1189,298,1365,CO,True
1190,298,1902,HC,True
1191,298,272,LE,True
1192,298,818,O2,True
1193,299,1366,CO,True
1194,299,1903,HC,True
1195,299,273,LE,True
1196,299,819,O2,True
1197,300,1367,CO,True
1198,300,1904,HC,True
1199,300,274,LE,True
1200,300,820,O2,True
1201,301,1368,CO,True
1202,301,1905,HC,True
1203,301,275,LE,True
1204,301,821,O2,True
1205,302,1369,CO,True
1206,302,1906,HC,True
1207,302,276,LE,True
1208,302,822,O2,True
1209,303,1370,CO,True
1210,303,1907,HC,True
