id,maintenance_type,status,detector,date_due,date_performed,performed_by,notes,created_at,updated_at
228,SV,SC,286,2026-10-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
344,SV,SC,411,2026-10-03,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
499,SV,SC,658,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
729,SV,SC,82,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
728,SV,SC,84,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
730,SV,SC,394,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
731,SV,SC,458,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
727,SV,SC,475,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
726,SV,SC,564,2026-10-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
767,MS,CL,659,2026-10-01,2026-05-02,,POST REFINERY SERVICE AND CLEAN,2026-09-09 01:47:30,2026-09-09 01:47:30
718,SV,SC,664,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
721,SV,SC,23,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
724,SV,SC,79,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
717,SV,SC,129,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
722,SV,SC,224,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
723,SV,SC,281,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
719,SV,SC,296,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
720,SV,SC,307,2026-10-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
711,SV,SC,624,2026-09-30,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
710,SV,CL,623,2026-09-27,2026-05-20,,"Repaired Unit, cleaned out pump and replaced hoses. Cleaned lamp and PID sensor. Manually spanned, all tests passed",2026-09-09 01:47:30,2026-09-09 01:47:30
698,SV,SC,654,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
696,SV,SC,660,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
476,SV,SC,619,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
697,SV,CL,610,2026-09-26,2026-05-20,,"Serviced Unit, Replaced Filter and Orings, Cleaned pump, all tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
680,SV,SC,9,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
671,SV,SC,15,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
651,SV,SC,38,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
692,SV,SC,148,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
695,SV,SC,154,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
644,SV,SC,167,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
688,SV,SC,193,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
641,SV,SC,205,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
639,SV,SC,211,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
654,SV,SC,229,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
685,SV,SC,302,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
648,SV,SC,311,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
668,SV,SC,327,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
657,SV,SC,366,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
660,SV,SC,398,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
676,SV,SC,413,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
687,SV,SC,443,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
699,SV,SC,446,2026-09-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
684,SV,SC,220,2026-09-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
665,SV,SC,439,2026-09-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
681,SV,SC,474,2026-09-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
547,SV,SC,706,2026-09-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
545,SV,SC,704,2026-09-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
521,SV,SC,680,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
571,BT,SC,680,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
522,SV,SC,681,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
572,BT,SC,681,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
573,BT,SC,682,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
523,SV,SC,682,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
576,BT,SC,685,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
526,SV,SC,685,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
578,BT,SC,687,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
528,SV,SC,687,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
579,BT,SC,688,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
529,SV,SC,688,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
530,SV,SC,689,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
580,BT,SC,689,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
532,SV,SC,691,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
582,BT,SC,691,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
583,BT,SC,692,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
533,SV,SC,692,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
536,SV,SC,695,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
586,BT,SC,695,2026-09-24,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
635,SV,SC,609,2026-09-23,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
714,SV,SC,611,2026-09-22,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
596,SV,SC,45,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
597,SV,SC,134,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
598,SV,SC,188,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
599,SV,SC,222,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
600,SV,SC,294,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
271,SV,SC,335,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
384,SV,SC,452,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
601,SV,SC,481,2026-09-12,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
496,SV,CL,655,2026-09-10,2026-08-03,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
389,SV,SC,457,2026-09-08,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
595,SV,SC,6,2026-09-04,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
20,SV,SC,22,2026-09-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
602,SV,SC,117,2026-09-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
603,SV,SC,316,2026-09-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
299,SV,SC,364,2026-09-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
366,SV,SC,433,2026-09-02,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
385,SV,CL,453,2026-09-01,2026-04-13,,"Serviced Unit, Checked Config, Checked sensors, Calibrated, All Ok",2026-09-09 01:47:30,2026-09-09 01:47:30
394,SV,SC,462,2026-09-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
395,SV,SC,463,2026-09-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
396,SV,SC,464,2026-09-01,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
124,SV,SC,152,2026-08-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
374,SV,SC,442,2026-08-26,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
45,SV,SC,49,2026-08-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
604,SV,SC,67,2026-08-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
116,SV,SC,143,2026-08-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
145,SV,SC,182,2026-08-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
605,SV,SC,314,2026-08-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
284,SV,SC,348,2026-08-25,,,,2026-09-09 01:47:30,2026-09-09 01:47:30
874,SV,CL,1103,2026-08-24,2026-08-10,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
864,SV,CL,1098,2026-08-24,2026-08-04,,"Serviced unit, Checked Config, Replaced filters and Oring. All tests ok.",2026-09-09 01:47:30,2026-09-09 01:47:30
876,SV,CL,1104,2026-08-24,2026-08-12,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
872,SV,CL,1102,2026-08-24,2026-08-10,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
878,SV,CL,1105,2026-08-24,2026-08-20,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
866,SV,CL,1099,2026-08-24,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
870,SV,CL,1101,2026-08-24,2026-08-04,,"Serviced Unit, Checked Config, Replaced filters and Oring, All tests OK",2026-09-09 01:47:30,2026-09-09 01:47:30
