id,label,serial,status,configuration,purchase_date,purchase_cost,location,detector_model,firmware,notes,created_at,updated_at,location_updated
659,AM41,W01B00002491,OP,11,,,95,7,1.12,HF SENSOR TRIAL SETUP,2026-08-30 00:09:00.487844+00:00,2026-08-30 00:09:00.487852+00:00,2026-08-30 00:08:59.977962+00:00
660,AM42,W01B00002499,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.488600+00:00,2026-08-30 00:09:00.488608+00:00,2026-08-30 00:08:59.977962+00:00
661,AM43,W01B00002492,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.489349+00:00,2026-08-30 00:09:00.489357+00:00,2026-08-30 00:08:59.977962+00:00
662,AM44,W01B00002481,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.490092+00:00,2026-08-30 00:09:00.490100+00:00,2026-08-30 00:08:59.977962+00:00
663,AM45,W01B00002453,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.490850+00:00,2026-08-30 00:09:00.490857+00:00,2026-08-30 00:08:59.977962+00:00
664,AM46,W01B00002479,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.491630+00:00,2026-08-30 00:09:00.491638+00:00,2026-08-30 00:08:59.977962+00:00
665,AM47,W01B00002454,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.492371+00:00,2026-08-30 00:09:00.492379+00:00,2026-08-30 00:08:59.977962+00:00
666,AM48,W01B00002490,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.493094+00:00,2026-08-30 00:09:00.493102+00:00,2026-08-30 00:08:59.977962+00:00
667,AM49,W01B00002498,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.493827+00:00,2026-08-30 00:09:00.493835+00:00,2026-08-30 00:08:59.977962+00:00
668,AM50,W01B00002478,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.494577+00:00,2026-08-30 00:09:00.494585+00:00,2026-08-30 00:08:59.977962+00:00
669,AM51,W01B00002455,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.495319+00:00,2026-08-30 00:09:00.495327+00:00,2026-08-30 00:08:59.977962+00:00
670,AM52,W01B00002493,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.496074+00:00,2026-08-30 00:09:00.496082+00:00,2026-08-30 00:08:59.977962+00:00
671,AM53,W01B00002601,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.496813+00:00,2026-08-30 00:09:00.496821+00:00,2026-08-30 00:08:59.977962+00:00
1108,AM54,WO1B00002605,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.820514+00:00,2026-08-30 00:09:00.820521+00:00,2026-08-30 00:08:59.977962+00:00
673,AM55,W01B00002608,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.498281+00:00,2026-08-30 00:09:00.498289+00:00,2026-08-30 00:08:59.977962+00:00
1084,AM56,W01B00002604,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.802639+00:00,2026-08-30 00:09:00.802647+00:00,2026-08-30 00:08:59.977962+00:00
1109,AM62,WO1B00002497,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.821258+00:00,2026-08-30 00:09:00.821266+00:00,2026-08-30 00:08:59.977962+00:00
674,AM63,W01B00002452,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.498992+00:00,2026-08-30 00:09:00.499000+00:00,2026-08-30 00:08:59.977962+00:00
675,AM64,W01B00002500,OP,11,,,95,7,1.12,,2026-08-30 00:09:00.499735+00:00,2026-08-30 00:09:00.499743+00:00,2026-08-30 00:08:59.977962+00:00
676,AM65,W01B00002???,OP,11,,,68,7,,,2026-08-30 00:09:00.500482+00:00,2026-08-30 00:09:00.500490+00:00,2026-08-30 00:08:59.977962+00:00
837,CC001,T028001323,OP,18,,,18,14,,,2026-08-30 00:09:00.615089+00:00,2026-08-30 00:09:00.615097+00:00,2026-08-30 00:08:59.977962+00:00
838,CC002,T028001178,OP,18,,,28,14,,,2026-08-30 00:09:00.615804+00:00,2026-08-30 00:09:00.615811+00:00,2026-08-30 00:08:59.977962+00:00
839,CC003,T028001180,OP,18,,,19,14,,,2026-08-30 00:09:00.616474+00:00,2026-08-30 00:09:00.616481+00:00,2026-08-30 00:08:59.977962+00:00
840,CC004,T028001344,OP,18,,,24,14,,,2026-08-30 00:09:00.617311+00:00,2026-08-30 00:09:00.617318+00:00,2026-08-30 00:08:59.977962+00:00
841,CC005,T028001702,OP,18,,,25,14,,,2026-08-30 00:09:00.617891+00:00,2026-08-30 00:09:00.617898+00:00,2026-08-30 00:08:59.977962+00:00
842,CC006,T028001351,OP,18,,,26,14,,,2026-08-30 00:09:00.618562+00:00,2026-08-30 00:09:00.618588+00:00,2026-08-30 00:08:59.977962+00:00
843,CC007,T028001216,OP,18,,,21,14,,,2026-08-30 00:09:00.619308+00:00,2026-08-30 00:09:00.619315+00:00,2026-08-30 00:08:59.977962+00:00
844,CC008,T028001675,OP,18,,,20,14,,,2026-08-30 00:09:00.619966+00:00,2026-08-30 00:09:00.619973+00:00,2026-08-30 00:08:59.977962+00:00
845,CC009,T028002449,OP,18,,,75,14,,,2026-08-30 00:09:00.620779+00:00,2026-08-30 00:09:00.620788+00:00,2026-08-30 00:08:59.977962+00:00
846,CC010,T028001181,OP,18,,,76,14,,,2026-08-30 00:09:00.621513+00:00,2026-08-30 00:09:00.621520+00:00,2026-08-30 00:08:59.977962+00:00
936,CC0100,T028001674,OP,18,,,8,14,,,2026-08-30 00:09:00.690647+00:00,2026-08-30 00:09:00.690654+00:00,2026-08-30 00:08:59.977962+00:00
937,CC0101,T028001690,OP,18,,,10,14,,,2026-08-30 00:09:00.691469+00:00,2026-08-30 00:09:00.691476+00:00,2026-08-30 00:08:59.977962+00:00
938,CC0102,T028001314,OP,18,,,7,14,,,2026-08-30 00:09:00.692199+00:00,2026-08-30 00:09:00.692207+00:00,2026-08-30 00:08:59.977962+00:00
939,CC0103,T028001398,OP,18,,,11,14,,,2026-08-30 00:09:00.693032+00:00,2026-08-30 00:09:00.693039+00:00,2026-08-30 00:08:59.977962+00:00
940,CC0104,T028001394,OP,18,,,13,14,,,2026-08-30 00:09:00.693849+00:00,2026-08-30 00:09:00.693856+00:00,2026-08-30 00:08:59.977962+00:00
941,CC0105,T028001246,OP,18,,,14,14,,,2026-08-30 00:09:00.694776+00:00,2026-08-30 00:09:00.694789+00:00,2026-08-30 00:08:59.977962+00:00
942,CC0106,T028001227,OP,18,,,73,14,,,2026-08-30 00:09:00.695545+00:00,2026-08-30 00:09:00.695553+00:00,2026-08-30 00:08:59.977962+00:00
943,CC0107,T028002442,OP,18,,,74,14,,,2026-08-30 00:09:00.696322+00:00,2026-08-30 00:09:00.696330+00:00,2026-08-30 00:08:59.977962+00:00
944,CC0108,T028001324,OP,18,,,15,14,,,2026-08-30 00:09:00.697325+00:00,2026-08-30 00:09:00.697332+00:00,2026-08-30 00:08:59.977962+00:00
945,CC0109,T028001408,OP,18,,,43,14,,,2026-08-30 00:09:00.698103+00:00,2026-08-30 00:09:00.698111+00:00,2026-08-30 00:08:59.977962+00:00
847,CC011,T028002454,OP,18,,,77,14,,,2026-08-30 00:09:00.622237+00:00,2026-08-30 00:09:00.622244+00:00,2026-08-30 00:08:59.977962+00:00
946,CC0110,T028001304,OP,18,,,41,14,,,2026-08-30 00:09:00.698948+00:00,2026-08-30 00:09:00.698956+00:00,2026-08-30 00:08:59.977962+00:00
947,CC0111,T028001330,OP,18,,,38,14,,,2026-08-30 00:09:00.699650+00:00,2026-08-30 00:09:00.699658+00:00,2026-08-30 00:08:59.977962+00:00
948,CC0112,T028002443,OP,18,,,42,14,,,2026-08-30 00:09:00.700436+00:00,2026-08-30 00:09:00.700443+00:00,2026-08-30 00:08:59.977962+00:00
949,CC0113,T028001318,OP,18,,,36,14,,,2026-08-30 00:09:00.701158+00:00,2026-08-30 00:09:00.701166+00:00,2026-08-30 00:08:59.977962+00:00
950,CC0114,T028002652,OP,18,,,52,14,,,2026-08-30 00:09:00.701895+00:00,2026-08-30 00:09:00.701903+00:00,2026-08-30 00:08:59.977962+00:00
951,CC0115,T028002643,OP,18,,,53,14,,,2026-08-30 00:09:00.702576+00:00,2026-08-30 00:09:00.702584+00:00,2026-08-30 00:08:59.977962+00:00
952,CC0116,T028002458,OP,18,,,54,14,,,2026-08-30 00:09:00.703319+00:00,2026-08-30 00:09:00.703327+00:00,2026-08-30 00:08:59.977962+00:00
953,CC0117,T028001341,OP,18,,,39,14,,,2026-08-30 00:09:00.703940+00:00,2026-08-30 00:09:00.703948+00:00,2026-08-30 00:08:59.977962+00:00
954,CC0118,T028001186,OP,18,,,40,14,,,2026-08-30 00:09:00.704783+00:00,2026-08-30 00:09:00.704795+00:00,2026-08-30 00:08:59.977962+00:00
955,CC0119,T028001392,OP,18,,,46,14,,,2026-08-30 00:09:00.705538+00:00,2026-08-30 00:09:00.705546+00:00,2026-08-30 00:08:59.977962+00:00
848,CC012,T028001233,OP,18,,,6,14,,,2026-08-30 00:09:00.623028+00:00,2026-08-30 00:09:00.623036+00:00,2026-08-30 00:08:59.977962+00:00
956,CC0120,T028001359,OP,18,,,37,14,,,2026-08-30 00:09:00.706238+00:00,2026-08-30 00:09:00.706246+00:00,2026-08-30 00:08:59.977962+00:00
957,CC0121,T028001243,OP,18,,,47,14,,,2026-08-30 00:09:00.707031+00:00,2026-08-30 00:09:00.707038+00:00,2026-08-30 00:08:59.977962+00:00
958,CC0122,T028001177,OP,18,,,44,14,,,2026-08-30 00:09:00.707752+00:00,2026-08-30 00:09:00.707759+00:00,2026-08-30 00:08:59.977962+00:00
959,CC0123,T028002649,OP,18,,,49,14,,,2026-08-30 00:09:00.708425+00:00,2026-08-30 00:09:00.708431+00:00,2026-08-30 00:08:59.977962+00:00
960,CC0124,T028002629,OP,18,,,48,14,,,2026-08-30 00:09:00.709145+00:00,2026-08-30 00:09:00.709153+00:00,2026-08-30 00:08:59.977962+00:00
961,CC0125,T028002657,OP,18,,,51,14,,,2026-08-30 00:09:00.709883+00:00,2026-08-30 00:09:00.709891+00:00,2026-08-30 00:08:59.977962+00:00
962,CC0126,T028002628,OP,18,,,50,14,,,2026-08-30 00:09:00.710823+00:00,2026-08-30 00:09:00.710833+00:00,2026-08-30 00:08:59.977962+00:00
963,CC0127,T028001389,OP,18,,,29,14,,,2026-08-30 00:09:00.711540+00:00,2026-08-30 00:09:00.711548+00:00,2026-08-30 00:08:59.977962+00:00
964,CC0128,T028001249,OP,18,,,27,14,,,2026-08-30 00:09:00.712211+00:00,2026-08-30 00:09:00.712218+00:00,2026-08-30 00:08:59.977962+00:00
965,CC0129,T028001307,OP,18,,,23,14,,,2026-08-30 00:09:00.712953+00:00,2026-08-30 00:09:00.712960+00:00,2026-08-30 00:08:59.977962+00:00
849,CC013,T028001698,OP,18,,,5,14,,,2026-08-30 00:09:00.623708+00:00,2026-08-30 00:09:00.623716+00:00,2026-08-30 00:08:59.977962+00:00
966,CC0130,T028001230,OP,18,,,32,14,,,2026-08-30 00:09:00.713625+00:00,2026-08-30 00:09:00.713632+00:00,2026-08-30 00:08:59.977962+00:00
967,CC0131,T028001386,OP,18,,,31,14,,,2026-08-30 00:09:00.714343+00:00,2026-08-30 00:09:00.714350+00:00,2026-08-30 00:08:59.977962+00:00
968,CC0132,T028001208,OP,18,,,30,14,,,2026-08-30 00:09:00.715052+00:00,2026-08-30 00:09:00.715060+00:00,2026-08-30 00:08:59.977962+00:00
969,CC0133,T028001190,OP,18,,,22,14,,,2026-08-30 00:09:00.715770+00:00,2026-08-30 00:09:00.715777+00:00,2026-08-30 00:08:59.977962+00:00
970,CC0134,T028002646,OP,18,,,78,14,,,2026-08-30 00:09:00.716433+00:00,2026-08-30 00:09:00.716441+00:00,2026-08-30 00:08:59.977962+00:00
971,CC0135,T028001086,OP,18,,,81,14,,,2026-08-30 00:09:00.717121+00:00,2026-08-30 00:09:00.717128+00:00,2026-08-30 00:08:59.977962+00:00
972,CC0136,T028001182,OP,18,,,82,14,,,2026-08-30 00:09:00.717861+00:00,2026-08-30 00:09:00.717869+00:00,2026-08-30 00:08:59.977962+00:00
973,CC0137,T028001244,OP,18,,,9,14,,,2026-08-30 00:09:00.718569+00:00,2026-08-30 00:09:00.718595+00:00,2026-08-30 00:08:59.977962+00:00
974,CC0138,T028001237,OP,18,,,9,14,,,2026-08-30 00:09:00.719401+00:00,2026-08-30 00:09:00.719412+00:00,2026-08-30 00:08:59.977962+00:00
975,CC0139,T028001224,OP,18,,,12,14,,,2026-08-30 00:09:00.720222+00:00,2026-08-30 00:09:00.720235+00:00,2026-08-30 00:08:59.977962+00:00
850,CC014,T028001335,OP,18,,,8,14,,,2026-08-30 00:09:00.624381+00:00,2026-08-30 00:09:00.624388+00:00,2026-08-30 00:08:59.977962+00:00
976,CC0140,T028001328,OP,18,,,4,14,,,2026-08-30 00:09:00.721012+00:00,2026-08-30 00:09:00.721028+00:00,2026-08-30 00:08:59.977962+00:00
977,CC0141,T028001396,OP,18,,,3,14,,,2026-08-30 00:09:00.721843+00:00,2026-08-30 00:09:00.721851+00:00,2026-08-30 00:08:59.977962+00:00
978,CC0142,T028001085,OP,18,,,17,14,,,2026-08-30 00:09:00.722829+00:00,2026-08-30 00:09:00.722837+00:00,2026-08-30 00:08:59.977962+00:00
979,CC0143,T028001416,OP,18,,,2,14,,,2026-08-30 00:09:00.723537+00:00,2026-08-30 00:09:00.723545+00:00,2026-08-30 00:08:59.977962+00:00
980,CC0144,T028001176,OP,18,,,45,14,,,2026-08-30 00:09:00.724231+00:00,2026-08-30 00:09:00.724239+00:00,2026-08-30 00:08:59.977962+00:00
981,CC0145,T028002456,OP,18,,,1,14,,,2026-08-30 00:09:00.724947+00:00,2026-08-30 00:09:00.724955+00:00,2026-08-30 00:08:59.977962+00:00
982,CC0146,T028001417,OP,18,,,34,14,,,2026-08-30 00:09:00.725662+00:00,2026-08-30 00:09:00.725701+00:00,2026-08-30 00:08:59.977962+00:00
983,CC0147,T028002445,OP,18,,,35,14,,,2026-08-30 00:09:00.726445+00:00,2026-08-30 00:09:00.726452+00:00,2026-08-30 00:08:59.977962+00:00
984,CC0148,T028001253,OP,18,,,33,14,,,2026-08-30 00:09:00.727156+00:00,2026-08-30 00:09:00.727163+00:00,2026-08-30 00:08:59.977962+00:00
985,CC0149,T028001185,OP,18,,,70,14,,,2026-08-30 00:09:00.727986+00:00,2026-08-30 00:09:00.727993+00:00,2026-08-30 00:08:59.977962+00:00
851,CC015,T028001405,OP,18,,,10,14,,,2026-08-30 00:09:00.625173+00:00,2026-08-30 00:09:00.625181+00:00,2026-08-30 00:08:59.977962+00:00
986,CC0150,T028001312,OP,18,,,71,14,,,2026-08-30 00:09:00.728848+00:00,2026-08-30 00:09:00.728856+00:00,2026-08-30 00:08:59.977962+00:00
987,CC0151,T028001303,OP,18,,,72,14,,,2026-08-30 00:09:00.729538+00:00,2026-08-30 00:09:00.729546+00:00,2026-08-30 00:08:59.977962+00:00
988,CC0152,T028002675,OP,18,,,69,14,,,2026-08-30 00:09:00.730256+00:00,2026-08-30 00:09:00.730264+00:00,2026-08-30 00:08:59.977962+00:00
989,CC0153,T028002645,OP,18,,,68,14,,,2026-08-30 00:09:00.731014+00:00,2026-08-30 00:09:00.731022+00:00,2026-08-30 00:08:59.977962+00:00
990,CC0154,T028002660,OP,18,,,67,14,,,2026-08-30 00:09:00.731771+00:00,2026-08-30 00:09:00.731779+00:00,2026-08-30 00:08:59.977962+00:00
991,CC0155,T028002681,OP,18,,,60,14,,,2026-08-30 00:09:00.732473+00:00,2026-08-30 00:09:00.732481+00:00,2026-08-30 00:08:59.977962+00:00
992,CC0156,T028002602,OP,18,,,58,14,,,2026-08-30 00:09:00.733159+00:00,2026-08-30 00:09:00.733167+00:00,2026-08-30 00:08:59.977962+00:00
993,CC0157,T028001400,OP,18,,,57,14,,,2026-08-30 00:09:00.733895+00:00,2026-08-30 00:09:00.733903+00:00,2026-08-30 00:08:59.977962+00:00
994,CC0158,T028002688,OP,18,,,56,14,,,2026-08-30 00:09:00.734640+00:00,2026-08-30 00:09:00.734656+00:00,2026-08-30 00:08:59.977962+00:00
995,CC0159,T028002691,OP,18,,,55,14,,,2026-08-30 00:09:00.735407+00:00,2026-08-30 00:09:00.735415+00:00,2026-08-30 00:08:59.977962+00:00
852,CC016,T028001255,OP,18,,,7,14,,,2026-08-30 00:09:00.625852+00:00,2026-08-30 00:09:00.625859+00:00,2026-08-30 00:08:59.977962+00:00
996,CC0160,T028002672,OP,18,,,64,14,,,2026-08-30 00:09:00.736145+00:00,2026-08-30 00:09:00.736152+00:00,2026-08-30 00:08:59.977962+00:00
997,CC0161,T028002682,OP,18,,,63,14,,,2026-08-30 00:09:00.736935+00:00,2026-08-30 00:09:00.736943+00:00,2026-08-30 00:08:59.977962+00:00
998,CC0162,T028002671,OP,18,,,61,14,,,2026-08-30 00:09:00.737637+00:00,2026-08-30 00:09:00.737644+00:00,2026-08-30 00:08:59.977962+00:00
999,CC0163,T028002640,OP,18,,,66,14,,,2026-08-30 00:09:00.738396+00:00,2026-08-30 00:09:00.738403+00:00,2026-08-30 00:08:59.977962+00:00
1000,CC0164,XXX-00064,OP,18,,,65,14,,,2026-08-30 00:09:00.739068+00:00,2026-08-30 00:09:00.739076+00:00,2026-08-30 00:08:59.977962+00:00
1001,CC0165,T028002669,OP,18,,,62,14,,,2026-08-30 00:09:00.739819+00:00,2026-08-30 00:09:00.739827+00:00,2026-08-30 00:08:59.977962+00:00
1002,CC0166,T028002462,OP,18,,,79,14,,,2026-08-30 00:09:00.740523+00:00,2026-08-30 00:09:00.740531+00:00,2026-08-30 00:08:59.977962+00:00
1003,CC0167,T028002636,OP,18,,,83,14,,,2026-08-30 00:09:00.741322+00:00,2026-08-30 00:09:00.741334+00:00,2026-08-30 00:08:59.977962+00:00
1004,CC0168,T028002625,OP,18,,,84,14,,,2026-08-30 00:09:00.742160+00:00,2026-08-30 00:09:00.742172+00:00,2026-08-30 00:08:59.977962+00:00
1005,CC0169,T028002661,OP,18,,,85,14,,,2026-08-30 00:09:00.743014+00:00,2026-08-30 00:09:00.743023+00:00,2026-08-30 00:08:59.977962+00:00
853,CC017,T028001687,OP,18,,,11,14,,,2026-08-30 00:09:00.626523+00:00,2026-08-30 00:09:00.626530+00:00,2026-08-30 00:08:59.977962+00:00
1006,CC0170,T028002594,OP,18,,,86,14,,,2026-08-30 00:09:00.744049+00:00,2026-08-30 00:09:00.744062+00:00,2026-08-30 00:08:59.977962+00:00
1007,CC0171,T028001262,OP,18,,,87,14,,,2026-08-30 00:09:00.744988+00:00,2026-08-30 00:09:00.744996+00:00,2026-08-30 00:08:59.977962+00:00
1008,CC0172,T028001346,OP,18,,,97,14,,,2026-08-30 00:09:00.745784+00:00,2026-08-30 00:09:00.745792+00:00,2026-08-30 00:08:59.977962+00:00
1009,CC0173,T028001315,OP,18,,,19,14,,,2026-08-30 00:09:00.746504+00:00,2026-08-30 00:09:00.746511+00:00,2026-08-30 00:08:59.977962+00:00
1010,CC0174,T028001397,OP,18,,,24,14,,,2026-08-30 00:09:00.747214+00:00,2026-08-30 00:09:00.747221+00:00,2026-08-30 00:08:59.977962+00:00
1011,CC0175,T028001261,OP,18,,,25,14,,,2026-08-30 00:09:00.747942+00:00,2026-08-30 00:09:00.747949+00:00,2026-08-30 00:08:59.977962+00:00
1012,CC0176,T028001694,OP,18,,,20,14,,,2026-08-30 00:09:00.748725+00:00,2026-08-30 00:09:00.748734+00:00,2026-08-30 00:08:59.977962+00:00
1013,CC0177,T028001682,OP,18,,,8,14,,,2026-08-30 00:09:00.749532+00:00,2026-08-30 00:09:00.749540+00:00,2026-08-30 00:08:59.977962+00:00
1014,CC0178,T028001705,OP,18,,,7,14,,,2026-08-30 00:09:00.750364+00:00,2026-08-30 00:09:00.750373+00:00,2026-08-30 00:08:59.977962+00:00
1015,CC0179,T028001322,OP,18,,,13,14,,,2026-08-30 00:09:00.751125+00:00,2026-08-30 00:09:00.751134+00:00,2026-08-30 00:08:59.977962+00:00
854,CC018,T028001299,OP,18,,,13,14,,,2026-08-30 00:09:00.627545+00:00,2026-08-30 00:09:00.627553+00:00,2026-08-30 00:08:59.977962+00:00
1016,CC0180,T028001226,OP,18,,,38,14,,,2026-08-30 00:09:00.751891+00:00,2026-08-30 00:09:00.751899+00:00,2026-08-30 00:08:59.977962+00:00
1017,CC0181,T028002447,OP,18,,,54,14,,,2026-08-30 00:09:00.752632+00:00,2026-08-30 00:09:00.752647+00:00,2026-08-30 00:08:59.977962+00:00
1018,CC0182,T028001203,OP,18,,,40,14,,,2026-08-30 00:09:00.753474+00:00,2026-08-30 00:09:00.753482+00:00,2026-08-30 00:08:59.977962+00:00
1019,CC0183,T028001345,OP,18,,,46,14,,,2026-08-30 00:09:00.754188+00:00,2026-08-30 00:09:00.754196+00:00,2026-08-30 00:08:59.977962+00:00
1020,CC0184,T028002654,OP,18,,,51,14,,,2026-08-30 00:09:00.754968+00:00,2026-08-30 00:09:00.754976+00:00,2026-08-30 00:08:59.977962+00:00
1021,CC0185,T028001234,OP,18,,,29,14,,,2026-08-30 00:09:00.755715+00:00,2026-08-30 00:09:00.755723+00:00,2026-08-30 00:08:59.977962+00:00
1022,CC0186,T028001347,OP,18,,,23,14,,,2026-08-30 00:09:00.756438+00:00,2026-08-30 00:09:00.756446+00:00,2026-08-30 00:08:59.977962+00:00
1023,CC0187,T028001206,OP,18,,,32,14,,,2026-08-30 00:09:00.757145+00:00,2026-08-30 00:09:00.757153+00:00,2026-08-30 00:08:59.977962+00:00
1024,CC0188,T028001245,OP,18,,,9,14,,,2026-08-30 00:09:00.757886+00:00,2026-08-30 00:09:00.757894+00:00,2026-08-30 00:08:59.977962+00:00
1025,CC0189,T028001200,OP,18,,,3,14,,,2026-08-30 00:09:00.758705+00:00,2026-08-30 00:09:00.758719+00:00,2026-08-30 00:08:59.977962+00:00
855,CC019,T028001316,OP,18,,,14,14,,,2026-08-30 00:09:00.628257+00:00,2026-08-30 00:09:00.628265+00:00,2026-08-30 00:08:59.977962+00:00
1026,CC0190,T028001215,OP,18,,,2,14,,,2026-08-30 00:09:00.759498+00:00,2026-08-30 00:09:00.759506+00:00,2026-08-30 00:08:59.977962+00:00
1027,CC0191,T028001327,OP,18,,,1,14,,,2026-08-30 00:09:00.760247+00:00,2026-08-30 00:09:00.760255+00:00,2026-08-30 00:08:59.977962+00:00
1028,CC0192,T028001414,OP,18,,,34,14,,,2026-08-30 00:09:00.761024+00:00,2026-08-30 00:09:00.761033+00:00,2026-08-30 00:08:59.977962+00:00
1029,CC0193,T028001337,OP,18,,,33,14,,,2026-08-30 00:09:00.761788+00:00,2026-08-30 00:09:00.761796+00:00,2026-08-30 00:08:59.977962+00:00
